SampleID,label,Influenza,BioProject,HostGroup,HostType,Season,Age,Sex,Feeding,Species,Location,month,Romboutsia__FJ382054,Escherichia-Shigella__KT873246,Agathobaculum__EF025214,Colidextribacter__DQ806077,CHKCI002__f13a69ad,Acutalibacter__DQ793705,Clostridium__EU776524,Thomasclavelia__DQ326634,Massiliomicrobiota__DQ799171,Merdibacter__DQ793739,Anaerostipes__DQ794058,Oscillibacter__DQ794427,Anaerobutyricum__FJ367509,Incertae_Sedis__GQ175397,Flavonifractor__EU763235,Incertae_Sedis__fbb2ccdf,Ruminococcaceae__6a4f3542,Sellimonas__KP966092,Lachnospiraceae__EF025267,Sphingobacterium__4966214a,Pedobacter__e5eb02f3,Sphingobacteriaceae__736f2237,Parabacteroides__ef4b9171,Bacteroides__a13d2ac8,Prevotellaceae_Ga6A1_group__408c8c2d,Prevotellaceae__282df84e,Incertae_Sedis__32018bce,Prevotella__8ef7520d,Porphyromonas__c465f577,Bacteroidales__8e7f285d,Flavobacterium__63d393fc,Arcanobacterium__4c9ad755,Micrococcales__9eb9acee,Rothia__da821e0a,Lawsonella__30d3ed51,Varibaculum__84b87a55,Stenotrophomonas__a6eadb2d,Pasteurellaceae__5a64a6f1,Psittacicella__f8bb29a5,Comamonadaceae__c51976b3,Pseudomonas__13b2a473,Halomonas__7333e261,unclassified__0c9e3ed5,Fusibacter__adc4c72e,Brevundimonas__da6b37f3,Methylobacterium__1458f1e7,Bacillota__9ccfad18,Mageeibacillus__816bc635,UCG-005__4ce32c4e,Oscillospiraceae__ca53da73,Ruminococcaceae__0775e59c,Caecibacterium__9265d514,Campylobacter__af35970d,Helicobacter__acc07901,Lachnospiraceae_UCG-010__5bd5c394,Lachnospiraceae__cafeeea8,Incertae_Sedis__03d08b31,Peptoniphilus__172051db,Parvimonas__e9165b84,Peptococcus__e616d0c9,Candidatus_Arthromitus__04c4a458,Streptococcus__bf0a5e99,Gemella__da6858e2,Staphylococcus__463b2f04,Catellicoccus__f52c8cce,Lactobacillales__8ad1796f,Mycoplasmataceae__8e450566,Thomasclavelia__c4abcba6,Incertae_Sedis__b81519f9,Megamonas__97771191,Veillonellaceae__e56b0756,Veillonellales-Selenomonadales__eb04e82f,Veillonella__6718eb07,Phascolarctobacterium__1683506d,Fusobacterium__0daf4b3d,Incertae_Sedis__c3a9c557,Oceanivirga__5702680e,Leptotrichiaceae__d27439ff,Cetobacterium__024cc2ba
SRR7146610,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,dabbling,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,0.13086812270655113,6.187652135935176,4.393547999747867,4.619504492438692,-1.4785697897275494,0.4673403593277641,5.0653420558372435,4.510391627162314,-0.3799575010594385,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,4.474673544560235,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,1.7403060351406516,2.664564936663984,3.349743947574752,3.0322897167893013,6.791443272546237,-1.4785697897275494,1.0863795677339878,3.317220755869192,0.13086812270655113,-1.4785697897275494,3.4981639526930257,0.7186547876086706,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,-1.4785697897275494,2.1323481229166754,2.0767782717618646,1.955417414757597,2.1323481229166754,-1.4785697897275494,-1.4785697897275494,1.3546435543286668,3.3005537033839802,4.693130807683366,-1.4785697897275494,3.4414111361005757,-1.4785697897275494
SRR7146611,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,dabbling,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,3.355091709826257,2.036850811951382,1.0383219818402543,-0.9075881672150583,-0.9075881672150583,5.917871869040248,3.2971044521759074,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,0.7018497452190413,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,0.1910241214530508,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,7.157991260067034,-0.9075881672150583,-0.9075881672150583,3.2355465591764743,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,1.2896364101211608,-0.9075881672150583,-0.9075881672150583,-0.9075881672150583,1.0383219818402543,0.7018497452190413,-0.9075881672150583,-0.9075881672150583,1.4903071055833115,3.135463100619492,-0.9075881672150583,3.2667991026805785,-0.9075881672150583,6.079902079785932,7.461337007532076,-0.9075881672150583,3.967609155986093,-0.9075881672150583
SRR7146612,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,2.8264192202930705,2.200713320528658,-0.9347808954004915,1.011129253654822,-0.9347808954004915,-0.9347808954004915,3.327898981640824,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,3.072552289831979,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,2.009658083765949,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,2.997044737323834,3.4090245264531918,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,7.946360723920977,-0.9347808954004915,-0.9347808954004915,6.446098140163625,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,3.9996930377302,2.728780750729155,2.499206309084655,-0.9347808954004915,2.7787911713038165,3.844342597711038,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,5.22853390863415,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,-0.9347808954004915,1.6301684620610448,-0.9347808954004915
SRR7146613,1,Pos,PRJNA464410,Duck,Duck,FW,H,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",10.0,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,2.134135489045505,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,1.1958658504525745,-1.0013587268836446,-1.0013587268836446,3.203333892507321,-1.0013587268836446,-1.0013587268836446,1.706691474218565,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,5.4427725298167955,2.6095591857605793,-1.0013587268836446,1.5635906305778917,-1.0013587268836446,0.608079185550455,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,4.208127425957776,-1.0013587268836446,7.846719694285022,-1.0013587268836446,-1.0013587268836446,4.725489020703552,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,-1.0013587268836446,3.2891007142647464,2.043163710839778,-1.0013587268836446,-1.0013587268836446,3.0416925409509057,1.1958658504525745,-1.0013587268836446,-1.0013587268836446,3.2891007142647464,-1.0013587268836446,-1.0013587268836446,3.794431818713096,-1.0013587268836446,6.240723632373317,-1.0013587268836446,-1.0013587268836446,1.9430802522827957,-1.0013587268836446
SRR7146614,0,Neg,PRJNA464410,Duck,Duck,S,H,U,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,1.2821135205996645,1.7340986443427218,0.4348156602124611,-0.663796628455648,2.555079196412552,-0.663796628455648,-0.663796628455648,2.3807258092677746,-0.663796628455648,-0.663796628455648,0.4348156602124611,2.947121284188576,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,0.4348156602124611,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,8.373974478169258,-0.663796628455648,-0.663796628455648,6.491599673441086,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,3.7788546280346678,-0.663796628455648,-0.663796628455648,-0.663796628455648,2.632040237548681,2.3807258092677746,-0.663796628455648,-0.663796628455648,-0.663796628455648,1.533427948880571,-0.663796628455648,3.4793380979358846,-0.663796628455648,-0.663796628455648,-0.663796628455648,-0.663796628455648,0.9456412839784516,-0.663796628455648
SRR7146615,0,Neg,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,5.806077495479315,4.089141818049004,-1.2814962100786573,5.033861791443677,-1.2814962100786573,-1.2814962100786573,5.136868725857553,-1.2814962100786573,-1.2814962100786573,1.8539980058504915,5.41182745819129,2.3294217025655666,2.650329422645668,3.0089632310697327,2.725836975153813,-1.2814962100786573,-1.2814962100786573,1.662942769087782,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,4.687211349906708,-1.2814962100786573,-1.2814962100786573,2.9231964093123075,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,5.964871870023803,3.1844119085759255,-1.2814962100786573,-1.2814962100786573,4.532634321746408,4.520622165298405,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,6.834920862715546,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,-1.2814962100786573,4.532634321746408,-1.2814962100786573
SRR7146616,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,0.3137113303373553,-1.295726582096746,-1.295726582096746,-1.295726582096746,0.6501835669585683,-1.295726582096746,0.3137113303373553,-1.295726582096746,-1.295726582096746,5.669353763504661,3.3771022523651606,3.681007160323829,-1.295726582096746,4.488098600232992,-1.295726582096746,-1.295726582096746,3.3771022523651606,-0.19711429342863518,-1.295726582096746,6.642718969068043,-0.19711429342863518,0.6501835669585683,-1.295726582096746,3.2581503095037956,-1.295726582096746,0.9014979952394739,-1.295726582096746,-1.295726582096746,0.6501835669585683,-1.295726582096746,-1.295726582096746,-1.295726582096746,2.000110283907584,7.003559324800529,-1.295726582096746,-1.295726582096746,4.027283397041662,-1.295726582096746,-1.295726582096746,2.596093716013881,1.7487958556266774,-1.295726582096746,-1.295726582096746,-1.295726582096746,0.3137113303373553,-1.295726582096746,-1.295726582096746,-1.295726582096746,-1.295726582096746,4.57639120737867,-1.295726582096746,4.784206612998845,2.8474081442947874,-1.295726582096746,-1.295726582096746,3.548460504361846,-1.295726582096746,1.648712397069695,-1.295726582096746,-1.295726582096746
SRR7146617,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,2.1171387890182567,1.2867904869448266,1.16162734399082,4.237402325218348,6.742362953315539,4.347979977153461,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,0.6508017202248295,-1.5464228571113896,5.604278600481137,5.0882105007502965,-1.5464228571113896,-1.5464228571113896,0.39948729194392385,-1.5464228571113896,2.8480262975610495,0.8514724156869811,-1.5464228571113896,-1.5464228571113896,3.281890880190912,2.596711869280143,1.7494140088929395,-1.5464228571113896,3.5349815078730735,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,2.3854027756129366,1.8875643473737567,0.6508017202248295,-1.5464228571113896,4.965322472533338,4.14730928169131,-1.5464228571113896,3.522481345108842,-1.5464228571113896,-1.5464228571113896,4.754362937551854,2.596711869280143,5.017432669420738,-1.5464228571113896,-1.5464228571113896,1.820872972875084,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,2.1671492095929183,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896,-1.5464228571113896
SRR7146618,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,2.655781303118359,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,5.426980171069086,2.216414643334513,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,6.85981035247834,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,1.6823321574042556,2.2831060178331857,6.260675101159203,0.795028962403352,4.036504619188794,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,3.5940509417112896,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,5.5374735272948,4.562851618857408,-1.1508811866519615,5.979217323473617,-1.1508811866519615,-1.1508811866519615,5.504559163715687,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,2.7409391114586654,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,2.7809444460723647,-1.1508811866519615,3.905364618696347,-1.1508811866519615,3.381718306501295,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615,-1.1508811866519615
SRR7146619,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-0.047725243992363886,-1.146337532660473,-1.146337532660473,-1.146337532660473,5.818742812940933,-1.146337532660473,3.9835611822626005,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,5.176227707266811,-1.146337532660473,4.85259902928621,-1.146337532660473,-1.146337532660473,-1.146337532660473,1.9891566832686767,-1.146337532660473,-1.146337532660473,-1.146337532660473,1.8981849050629496,0.4631003797736266,2.567234534043834,-1.146337532660473,2.072538292207727,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,1.6868758113957423,2.40901052882894,6.587783770667832,-1.146337532660473,1.6868758113957423,6.208024797761003,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473,2.2876496718246733,-1.146337532660473,-1.146337532660473,-1.146337532660473,2.931199911245246,-1.146337532660473,-1.146337532660473,3.697849553798118,-1.146337532660473,6.962285735694121,-1.146337532660473,-1.146337532660473,-1.146337532660473,4.402738552234746,-1.146337532660473,-1.146337532660473,-1.146337532660473,-1.146337532660473
SRR7146620,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,1.8878966421214125,3.237823359070428,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,6.1067038218748255,4.780910409480416,3.9493196782985702,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,3.8996200097462976,0.45281211683208955,2.735194502508616,7.351122936986227,-1.156625795602011,0.7892843534533025,-1.156625795602011,2.398722265887403,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,2.139211070402318,2.9209116483037088,-1.156625795602011,-1.156625795602011,3.0774807089952487,2.2773614088831353,-1.156625795602011,4.945932799011558,3.0480668237889557,1.5514244055001996,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,4.392450289293209,-1.156625795602011,6.29867269008128,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011,-1.156625795602011
SRR7146622,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,1.7748140852792984,1.5384253072150686,-1.169624893887141,-1.169624893887141,2.7622007388371843,1.9658693220420078,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,2.2643623105980044,5.583813024710638,-1.169624893887141,2.4939367522425044,-1.169624893887141,-1.169624893887141,3.7648490392435505,-1.169624893887141,-1.169624893887141,2.326882667579339,2.049250930981059,3.0350677255038248,1.9658693220420078,4.072122121172501,-1.169624893887141,3.004762376008496,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,2.326882667579339,7.827646012346306,-1.169624893887141,1.0275996834490781,1.9658693220420078,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141,1.5384253072150686,-1.169624893887141,0.7762852551681716,-1.169624893887141,-1.169624893887141,3.3629745992661144,-1.169624893887141,2.9735098325043907,-1.169624893887141,1.6635884501690743,-1.169624893887141,2.2643623105980044,-1.169624893887141,-1.169624893887141,-1.169624893887141,-1.169624893887141
SRR7146623,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,1.441453637409289,-1.2665965636929206,1.868897652236229,-1.2665965636929206,-1.2665965636929206,6.230610659510396,1.2983527937686157,0.9306280136432985,-1.2665965636929206,2.6252237344177054,-1.2665965636929206,-1.2665965636929206,3.1522440441036768,-1.2665965636929206,0.342841348741179,3.3873637864646025,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,2.996083313348395,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-0.1679842750248115,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,0.9306280136432985,7.083124273779568,2.3443213489513033,-1.2665965636929206,5.316812658465844,-1.2665965636929206,0.342841348741179,4.992984900372003,2.0292403023114085,-0.1679842750248115,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,4.835962030920648,-1.2665965636929206,5.368036794168765,-1.2665965636929206,-1.2665965636929206,-1.2665965636929206,5.205749730807979,-1.2665965636929206,4.69182812933686,2.583551038017138,-1.2665965636929206
SRR7146624,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,0.6287345344848667,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,7.912869340680071,3.4381372298473645,3.798420115162296,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,2.63021453469499,0.9652067711060797,1.5842459795123025,2.8694442237608246,-0.9807033779492347,0.6287345344848667,-0.9807033779492347,2.63021453469499,-0.9807033779492347,2.238172446918967,-0.9807033779492347,-0.9807033779492347,0.9652067711060797,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,3.3367847355870763,3.3631020439044503,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,4.5123580653913145,1.4171918948491369,2.238172446918967,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,5.724935716910769,-0.9807033779492347,6.014146607883837,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,0.9652067711060797,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347,-0.9807033779492347
SRR7146625,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,1.4652804800366193,-1.3679328640195978,0.2415050484145036,-1.3679328640195978,0.2415050484145036,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,5.524708777152492,2.6394003212128743,4.048167538184823,2.866173640577662,3.522416264202157,-1.3679328640195978,-1.3679328640195978,3.266796124210039,-1.3679328640195978,-1.3679328640195978,5.392481827063831,-0.2693205753514869,0.5779772850357165,0.2415050484145036,2.393267251673965,-1.3679328640195978,1.4652804800366193,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,4.403508259110419,7.156235941133065,0.8292917133166222,-1.3679328640195978,3.0015149884474246,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,3.142926642497253,3.4762542224389943,-1.3679328640195978,-1.3679328640195978,0.2415050484145036,-1.3679328640195978,2.187415197469817,-1.3679328640195978,-1.3679328640195978,3.5808270263585715,-1.3679328640195978,5.9683527960017,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978,3.286027486137926,0.2415050484145036,-1.3679328640195978,-1.3679328640195978,-1.3679328640195978
